File	Relation ID	PDTB3 sense	Type	Connective	External argument	Internal argument	Full text
maz-15734.xml	4	Expansion.Conjunction	explicit	und	Fußgänger und Radfahrer wuseln dazwischen	sollen keinen Schaden nehmen .	Fußgänger und Radfahrer wuseln dazwischen und sollen keinen Schaden nehmen .
maz-15734.xml	6	Expansion.Instantiation.Arg2-as-instance	explicit	zum Beispiel	Da ist es gut , dass nicht alle Wünsche erfüllt werden .	Der nach Öffnung des Wursthofes in beide Richtungen .	Da ist es gut , dass nicht alle Wünsche erfüllt werden . Der nach Öffnung des Wursthofes in beide Richtungen zum Beispiel .
maz-15734.xml	7	Contingency.Cause.Reason	explicit	doch	Sicher ist es ein seltsames Argument , dass die Bordsteine für den Verkehr in beide Richtungen zwölf Zentimeter hoch sein sollen ,	wo es in vielen Straßen gar keine gibt .	Sicher ist es ein seltsames Argument , dass die Bordsteine für den Verkehr in beide Richtungen zwölf Zentimeter hoch sein sollen , wo es doch in vielen Straßen gar keine gibt .
maz-15734.xml	8	Comparison.Concession.Arg2-as-denier	explicit	Aber	Sicher ist es ein seltsames Argument , dass die Bordsteine für den Verkehr in beide Richtungen zwölf Zentimeter hoch sein sollen , wo es doch in vielen Straßen gar keine gibt .	in der Mönchen- und in der Zinnaer Straße tritt der Fußgänger eben nicht gleich auf die Fahrbahn .	Sicher ist es ein seltsames Argument , dass die Bordsteine für den Verkehr in beide Richtungen zwölf Zentimeter hoch sein sollen , wo es doch in vielen Straßen gar keine gibt . Aber in der Mönchen- und in der Zinnaer Straße tritt der Fußgänger eben nicht gleich auf die Fahrbahn .
maz-15734.xml	11	Expansion.Conjunction	explicit	Und	Erst mal muss er an parkenden Autos vorbei .	die Mittelstraße ist nicht so einfach mit den anderen Straßen zu vergleichen .	Erst mal muss er an parkenden Autos vorbei . Und die Mittelstraße ist nicht so einfach mit den anderen Straßen zu vergleichen .
maz-15734.xml	15	Comparison.Concession.Arg2-as-denier	explicit	Doch	Der Vorschlag zu prüfen , ob eine Richtungsänderung in den vorhandenden Einbahnstraßen zu kürzeren Wegen führt , ist brauchbar .	dann müssten diejenigen , die aus der Lessingstraße ins Zentrum wollen , Umwege fahren .	Der Vorschlag zu prüfen , ob eine Richtungsänderung in den vorhandenden Einbahnstraßen zu kürzeren Wegen führt , ist brauchbar . Doch dann müssten diejenigen , die aus der Lessingstraße ins Zentrum wollen , Umwege fahren .
maz-15734.xml	16	Contingency.Cause.Result	explicit	dann	ob eine Richtungsänderung in den vorhandenden Einbahnstraßen zu kürzeren Wegen führt , ist brauchbar .	müssten diejenigen , die aus der Lessingstraße ins Zentrum wollen , Umwege fahren .	ob eine Richtungsänderung in den vorhandenden Einbahnstraßen zu kürzeren Wegen führt , ist brauchbar . dann müssten diejenigen , die aus der Lessingstraße ins Zentrum wollen , Umwege fahren .
maz-15734.xml	17	Contingency.Cause.Reason	implicit		Der nach Öffnung des Wursthofes in beide Richtungen zum Beispiel .	Sicher ist es ein seltsames Argument , dass die Bordsteine für den Verkehr in beide Richtungen zwölf Zentimeter hoch sein sollen , wo es doch in vielen Straßen gar keine gibt .	Der nach Öffnung des Wursthofes in beide Richtungen zum Beispiel . Sicher ist es ein seltsames Argument , dass die Bordsteine für den Verkehr in beide Richtungen zwölf Zentimeter hoch sein sollen , wo es doch in vielen Straßen gar keine gibt .
maz-15734.xml	18	Contingency.Cause.Reason	implicit		Aber in der Mönchen- und in der Zinnaer Straße tritt der Fußgänger eben nicht gleich auf die Fahrbahn .	Erst mal muss er an parkenden Autos vorbei .	Aber in der Mönchen- und in der Zinnaer Straße tritt der Fußgänger eben nicht gleich auf die Fahrbahn . Erst mal muss er an parkenden Autos vorbei .
maz-15734.xml	19	Expansion.Instantiation.Arg2-as-instance	implicit		Und die Mittelstraße ist nicht so einfach mit den anderen Straßen zu vergleichen .	Hier ist kaum Durchgangsverkehr .	Und die Mittelstraße ist nicht so einfach mit den anderen Straßen zu vergleichen . Hier ist kaum Durchgangsverkehr .
maz-15734.xml	20	Expansion.Conjunction	implicit		Hier ist kaum Durchgangsverkehr .	Das dürfte ein großer Unterschied sein zu den anderen Verkehrsadern der Stadt .	Hier ist kaum Durchgangsverkehr . Das dürfte ein großer Unterschied sein zu den anderen Verkehrsadern der Stadt .
maz-15734.xml	21	Expansion.Level-of-detail.Arg1-as-detail	implicit		Doch dann müssten diejenigen , die aus der Lessingstraße ins Zentrum wollen , Umwege fahren .	Alle werden nie zufrieden sein .	Doch dann müssten diejenigen , die aus der Lessingstraße ins Zentrum wollen , Umwege fahren . Alle werden nie zufrieden sein .
maz-14072.xml	1	Expansion.Conjunction	explicit	Und	Dass Wahlen wie Freundschaftsspiele ablaufen , kann wohl niemand ernsthaft erwarten . Dass Auseinandersetzungen um die Besetzung eines so wichtigen Postens wie des Bürgermeisters mit Streicheleinheiten einher gehen , auch nicht .	doch schien es vor dem ersten Wahltag auch in Velten so , als sei der Streit um die Sache am wichtigsten , nicht so sehr der Treffer am Mann oder an der Frau .	Dass Wahlen wie Freundschaftsspiele ablaufen , kann wohl niemand ernsthaft erwarten . Dass Auseinandersetzungen um die Besetzung eines so wichtigen Postens wie des Bürgermeisters mit Streicheleinheiten einher gehen , auch nicht . Und doch schien es vor dem ersten Wahltag auch in Velten so , als sei der Streit um die Sache am wichtigsten , nicht so sehr der Treffer am Mann oder an der Frau .
maz-14072.xml	5	Expansion.Conjunction	explicit	auch	Dass Wahlen wie Freundschaftsspiele ablaufen , kann wohl niemand ernsthaft erwarten .	Dass Auseinandersetzungen um die Besetzung eines so wichtigen Postens wie des Bürgermeisters mit Streicheleinheiten einher gehen , nicht .	Dass Wahlen wie Freundschaftsspiele ablaufen , kann wohl niemand ernsthaft erwarten . Dass Auseinandersetzungen um die Besetzung eines so wichtigen Postens wie des Bürgermeisters mit Streicheleinheiten einher gehen , auch nicht .
maz-14072.xml	6	Comparison.Concession.Arg2-as-denier	explicit	doch	Dass Auseinandersetzungen um die Besetzung eines so wichtigen Postens wie des Bürgermeisters mit Streicheleinheiten einher gehen , auch nicht .	Und schien es vor dem ersten Wahltag auch in Velten so , als sei der Streit um die Sache am wichtigsten , nicht so sehr der Treffer am Mann oder an der Frau .	Dass Auseinandersetzungen um die Besetzung eines so wichtigen Postens wie des Bürgermeisters mit Streicheleinheiten einher gehen , auch nicht . Und doch schien es vor dem ersten Wahltag auch in Velten so , als sei der Streit um die Sache am wichtigsten , nicht so sehr der Treffer am Mann oder an der Frau .
maz-14072.xml	13	Expansion.Substitution.Arg2-as-subst	explicit	sondern	Was weniger an den Kandidaten selbst liegt ,	an denen , die hinter ihnen die Strippen ziehen .	Was weniger an den Kandidaten selbst liegt , sondern an denen , die hinter ihnen die Strippen ziehen .
maz-14072.xml	14	Expansion.Conjunction	explicit	Und	Auf der einen Seite privatrechtliche Probleme auf einmal zur öffentlichen Angelegenheit hochstilisiert , auf der anderen Seite ein Lebenslauf auf eine Art durchleuchtet , die auch die Autoren in schlechtes Licht bringt .	es gibt Rechenkünstler , die das Wahlergebnis vom 11. November so ummodeln , dass am 2. Dezember der Sieg des eigenen Kandidaten herauskommt .	Auf der einen Seite privatrechtliche Probleme auf einmal zur öffentlichen Angelegenheit hochstilisiert , auf der anderen Seite ein Lebenslauf auf eine Art durchleuchtet , die auch die Autoren in schlechtes Licht bringt . Und es gibt Rechenkünstler , die das Wahlergebnis vom 11. November so ummodeln , dass am 2. Dezember der Sieg des eigenen Kandidaten herauskommt .
maz-14072.xml	15	Comparison.Concession.Arg2-as-denier	explicit	Und doch	Und es gibt Rechenkünstler , die das Wahlergebnis vom 11. November so ummodeln , dass am 2. Dezember der Sieg des eigenen Kandidaten herauskommt .	machen sich einige Veltener echt Sorgen um den Verfall der Sitten und wollen eine Entscheidung , die der Stadt hilft .	Und es gibt Rechenkünstler , die das Wahlergebnis vom 11. November so ummodeln , dass am 2. Dezember der Sieg des eigenen Kandidaten herauskommt . Und doch machen sich einige Veltener echt Sorgen um den Verfall der Sitten und wollen eine Entscheidung , die der Stadt hilft .
maz-14072.xml	16	Comparison.Concession.Arg2-as-denier	implicit		Und doch schien es vor dem ersten Wahltag auch in Velten so , als sei der Streit um die Sache am wichtigsten , nicht so sehr der Treffer am Mann oder an der Frau .	Das hat sich gründlich geändert .	Und doch schien es vor dem ersten Wahltag auch in Velten so , als sei der Streit um die Sache am wichtigsten , nicht so sehr der Treffer am Mann oder an der Frau . Das hat sich gründlich geändert .
maz-14072.xml	17		EntRel		Das hat sich gründlich geändert .	Was weniger an den Kandidaten selbst liegt , sondern an denen , die hinter ihnen die Strippen ziehen .	Das hat sich gründlich geändert . Was weniger an den Kandidaten selbst liegt , sondern an denen , die hinter ihnen die Strippen ziehen .
maz-14072.xml	18	Expansion.Level-of-detail.Arg2-as-detail	implicit		Das ganze Programm wird abgespielt .	Auf der einen Seite privatrechtliche Probleme auf einmal zur öffentlichen Angelegenheit hochstilisiert , auf der anderen Seite ein Lebenslauf auf eine Art durchleuchtet , die auch die Autoren in schlechtes Licht bringt .	Das ganze Programm wird abgespielt . Auf der einen Seite privatrechtliche Probleme auf einmal zur öffentlichen Angelegenheit hochstilisiert , auf der anderen Seite ein Lebenslauf auf eine Art durchleuchtet , die auch die Autoren in schlechtes Licht bringt .
maz-14072.xml	19	Expansion.Conjunction	implicit		Und doch machen sich einige Veltener echt Sorgen um den Verfall der Sitten und wollen eine Entscheidung , die der Stadt hilft .	Nicht dem Ego .	Und doch machen sich einige Veltener echt Sorgen um den Verfall der Sitten und wollen eine Entscheidung , die der Stadt hilft . Nicht dem Ego .
maz-10205.xml	1	Contingency.Cause.Reason	explicit	doch	Das ist kein Zufall ,	nervt die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .
maz-10205.xml	2	Contingency.Condition.Arg2-as-cond	explicit	Wenn	hört ein großer Teil der deutschen Intellektuellen inzwischen bewusst weg .	sich Günter Grass , Christa Wolf oder Stefan Heym in politischen Angelegenheiten zu Wort melden ,	Wenn sich Günter Grass , Christa Wolf oder Stefan Heym in politischen Angelegenheiten zu Wort melden , hört ein großer Teil der deutschen Intellektuellen inzwischen bewusst weg .
maz-10205.xml	4	Comparison.Concession.Arg2-as-denier	explicit	Doch	Wenn sich Günter Grass , Christa Wolf oder Stefan Heym in politischen Angelegenheiten zu Wort melden , hört ein großer Teil der deutschen Intellektuellen inzwischen bewusst weg .	Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet .	Wenn sich Günter Grass , Christa Wolf oder Stefan Heym in politischen Angelegenheiten zu Wort melden , hört ein großer Teil der deutschen Intellektuellen inzwischen bewusst weg . Doch Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet .
maz-10205.xml	5	Expansion.Conjunction	explicit	und	die öffentliche Meinung wegen der Kriegsteilnahme kippt	sich gegen ihn wendet .	die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet .
maz-10205.xml	6	Contingency.Cause.Reason	explicit	wegen	die öffentliche Meinung kippt und sich gegen ihn wendet .	der Kriegsteilnahme	die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet .
maz-10205.xml	8	Contingency.Cause.Result	explicit	Deshalb	Doch Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet .	versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren .	Doch Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet . Deshalb versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren .
maz-10205.xml	9	Comparison.Concession.Arg2-as-denier	explicit	Doch	Deshalb versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren .	wo und wer sind sie ?	Deshalb versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren . Doch wo und wer sind sie ?
maz-10205.xml	12	Expansion.Conjunction	explicit	und	wollen nur noch gute Bücher schreiben	behaupten nicht , dass sie dem Kanzler Ratschläge erteilen können , die besser sind als die von Normalbürgern .	wollen nur noch gute Bücher schreiben und behaupten nicht , dass sie dem Kanzler Ratschläge erteilen können , die besser sind als die von Normalbürgern .
maz-10205.xml	15	Contingency.Cause.Result	explicit	also	Die Nation hat sich bisher keine neuen Klassensprecher gewählt ,	ging der Bundeskanzler noch einmal auf die alten zu .	Die Nation hat sich bisher keine neuen Klassensprecher gewählt , also ging der Bundeskanzler noch einmal auf die alten zu .
maz-10205.xml	16	Expansion.Conjunction	implicit		Unter den namhaften deutschen Schriftstellern , die von Gerhard Schröder am Samstagabend empfangen wurden , war kein faltenloses Gesicht .	Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	Unter den namhaften deutschen Schriftstellern , die von Gerhard Schröder am Samstagabend empfangen wurden , war kein faltenloses Gesicht . Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .
maz-10205.xml	17	Expansion.Instantiation.Arg2-as-instance	implicit		Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	Wenn sich Günter Grass , Christa Wolf oder Stefan Heym in politischen Angelegenheiten zu Wort melden , hört ein großer Teil der deutschen Intellektuellen inzwischen bewusst weg .	Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten . Wenn sich Günter Grass , Christa Wolf oder Stefan Heym in politischen Angelegenheiten zu Wort melden , hört ein großer Teil der deutschen Intellektuellen inzwischen bewusst weg .
maz-10205.xml	18	Expansion.Instantiation.Arg2-as-instance	implicit		Doch wo und wer sind sie ?	Die jungen Autoren wollen nur noch gute Bücher schreiben und behaupten nicht , dass sie dem Kanzler Ratschläge erteilen können , die besser sind als die von Normalbürgern .	Doch wo und wer sind sie ? Die jungen Autoren wollen nur noch gute Bücher schreiben und behaupten nicht , dass sie dem Kanzler Ratschläge erteilen können , die besser sind als die von Normalbürgern .
maz-10205.xml	19	Expansion.Conjunction	implicit		Die jungen Autoren wollen nur noch gute Bücher schreiben und behaupten nicht , dass sie dem Kanzler Ratschläge erteilen können , die besser sind als die von Normalbürgern .	Die Nation hat sich bisher keine neuen Klassensprecher gewählt , also ging der Bundeskanzler noch einmal auf die alten zu .	Die jungen Autoren wollen nur noch gute Bücher schreiben und behaupten nicht , dass sie dem Kanzler Ratschläge erteilen können , die besser sind als die von Normalbürgern . Die Nation hat sich bisher keine neuen Klassensprecher gewählt , also ging der Bundeskanzler noch einmal auf die alten zu .
maz-10205.xml	20	Expansion.Conjunction	implicit		Die Nation hat sich bisher keine neuen Klassensprecher gewählt , also ging der Bundeskanzler noch einmal auf die alten zu .	Die lasen dem Enkel von Willy Brandt nun die Leviten .	Die Nation hat sich bisher keine neuen Klassensprecher gewählt , also ging der Bundeskanzler noch einmal auf die alten zu . Die lasen dem Enkel von Willy Brandt nun die Leviten .
maz-10205.xml	21		EntRel		Die lasen dem Enkel von Willy Brandt nun die Leviten .	Glück für Schröder , dass die großen Namen nur noch wenig Autorität besitzen .	Die lasen dem Enkel von Willy Brandt nun die Leviten . Glück für Schröder , dass die großen Namen nur noch wenig Autorität besitzen .
maz-13758.xml	1	Expansion.Conjunction	explicit	auch	Euphorische Beifallsstürme gab es in Fröhden nicht für die Dorferneuerungsplanung .	Das war kaum zu erwarten ,	Euphorische Beifallsstürme gab es in Fröhden nicht für die Dorferneuerungsplanung . Das war auch kaum zu erwarten ,
maz-13758.xml	2	Contingency.Cause.Reason	explicit	doch	Das war auch kaum zu erwarten ,	handelt es sich um ein Gemeinschaftswerk , an dem die Einwohner mitgewirkt haben .	Das war auch kaum zu erwarten , handelt es sich doch um ein Gemeinschaftswerk , an dem die Einwohner mitgewirkt haben .
maz-13758.xml	3	Contingency.Cause.Result	explicit	Deshalb	Das war auch kaum zu erwarten , handelt es sich doch um ein Gemeinschaftswerk , an dem die Einwohner mitgewirkt haben .	blieben auch kaum Fragen offen , zumindest nicht solche , die die Gestaltung der beiden Jüterboger Ortsteile betrifft .	Das war auch kaum zu erwarten , handelt es sich doch um ein Gemeinschaftswerk , an dem die Einwohner mitgewirkt haben . Deshalb blieben auch kaum Fragen offen , zumindest nicht solche , die die Gestaltung der beiden Jüterboger Ortsteile betrifft .
maz-13758.xml	5	Comparison.Concession.Arg2-as-denier	explicit	Doch	Das Interesse an der Planung war groß , die Beteiligung an den Arbeitskreisen hat es gezeigt .	die Freude hält sich in Grenzen ,	Das Interesse an der Planung war groß , die Beteiligung an den Arbeitskreisen hat es gezeigt . Doch die Freude hält sich in Grenzen ,
maz-13758.xml	6	Contingency.Cause.Reason	explicit	denn	Doch die Freude hält sich in Grenzen ,	inzwischen weiß jeder , dass die Fördermittelgießkanne nur noch tröpfchenweise austeilt .	Doch die Freude hält sich in Grenzen , denn inzwischen weiß jeder , dass die Fördermittelgießkanne nur noch tröpfchenweise austeilt .
maz-13758.xml	7	Expansion.Conjunction	explicit	und	Wer auf das Ja-Wort aus Brieselang warten kann , keine Scheu vor seitenlangen Fragebögen hat	in Kauf nimmt , dass er wahrscheinlich nicht billiger wegkommt , als wenn er nach eigenen Vorstellungen die Fassade gestrichen hätte -	Wer auf das Ja-Wort aus Brieselang warten kann , keine Scheu vor seitenlangen Fragebögen hat und in Kauf nimmt , dass er wahrscheinlich nicht billiger wegkommt , als wenn er nach eigenen Vorstellungen die Fassade gestrichen hätte -
maz-13758.xml	11	Expansion.Level-of-detail.Arg2-as-detail	explicit	nämlich	Schweren Herzens wird sich die Stadt von ihrem Geld trennen ,	wenn es darum geht , die Eigenanteile für bestimmte Vorhaben zur Verfügung zu stellen .	Schweren Herzens wird sich die Stadt von ihrem Geld trennen , wenn es nämlich darum geht , die Eigenanteile für bestimmte Vorhaben zur Verfügung zu stellen .
maz-13758.xml	12	Contingency.Cause.Result	explicit	So	Die Dorferneuerungsplanung ist längst keine Garantie mehr für grenzenlosen Geldsegen .	könnte es passieren , dass viele schöne Vorhaben nur Visionen bleiben .	Die Dorferneuerungsplanung ist längst keine Garantie mehr für grenzenlosen Geldsegen . So könnte es passieren , dass viele schöne Vorhaben nur Visionen bleiben .
maz-13758.xml	13	Contingency.Condition.Arg2-as-cond	explicit	wenn	Schweren Herzens wird sich die Stadt von ihrem Geld trennen ,	es nämlich darum geht , die Eigenanteile für bestimmte Vorhaben zur Verfügung zu stellen .	Schweren Herzens wird sich die Stadt von ihrem Geld trennen , wenn es nämlich darum geht , die Eigenanteile für bestimmte Vorhaben zur Verfügung zu stellen .
maz-13758.xml	14	Expansion.Instantiation.Arg2-as-instance	implicit		Doch die Freude hält sich in Grenzen , denn inzwischen weiß jeder , dass die Fördermittelgießkanne nur noch tröpfchenweise austeilt .	Wer auf das Ja-Wort aus Brieselang warten kann , keine Scheu vor seitenlangen Fragebögen hat und in Kauf nimmt , dass er wahrscheinlich nicht billiger wegkommt , als wenn er nach eigenen Vorstellungen die Fassade gestrichen hätte - dem kann bescheinigt werden , dass ihm sein Dorf und dessen Erscheinungsbild am Herzen liegt .	Doch die Freude hält sich in Grenzen , denn inzwischen weiß jeder , dass die Fördermittelgießkanne nur noch tröpfchenweise austeilt . Wer auf das Ja-Wort aus Brieselang warten kann , keine Scheu vor seitenlangen Fragebögen hat und in Kauf nimmt , dass er wahrscheinlich nicht billiger wegkommt , als wenn er nach eigenen Vorstellungen die Fassade gestrichen hätte - dem kann bescheinigt werden , dass ihm sein Dorf und dessen Erscheinungsbild am Herzen liegt .
maz-13758.xml	15	Comparison.Contrast	implicit		Wer auf das Ja-Wort aus Brieselang warten kann , keine Scheu vor seitenlangen Fragebögen hat und in Kauf nimmt , dass er wahrscheinlich nicht billiger wegkommt , als wenn er nach eigenen Vorstellungen die Fassade gestrichen hätte - dem kann bescheinigt werden , dass ihm sein Dorf und dessen Erscheinungsbild am Herzen liegt .	Schweren Herzens wird sich die Stadt von ihrem Geld trennen , wenn es nämlich darum geht , die Eigenanteile für bestimmte Vorhaben zur Verfügung zu stellen .	Wer auf das Ja-Wort aus Brieselang warten kann , keine Scheu vor seitenlangen Fragebögen hat und in Kauf nimmt , dass er wahrscheinlich nicht billiger wegkommt , als wenn er nach eigenen Vorstellungen die Fassade gestrichen hätte - dem kann bescheinigt werden , dass ihm sein Dorf und dessen Erscheinungsbild am Herzen liegt . Schweren Herzens wird sich die Stadt von ihrem Geld trennen , wenn es nämlich darum geht , die Eigenanteile für bestimmte Vorhaben zur Verfügung zu stellen .
maz-14172.xml	6	Contingency.Condition.Arg2-as-cond	explicit	wenn	Anders wäre es gewesen ,	auch die CDU einen guten Kandidaten ins Rennen geschickt hätte .	Anders wäre es gewesen , wenn auch die CDU einen guten Kandidaten ins Rennen geschickt hätte .
maz-14172.xml	8	Contingency.Condition.Arg1-as-cond	explicit	Dann	Anders wäre es gewesen , wenn auch die CDU einen guten Kandidaten ins Rennen geschickt hätte .	hätte Zigan durchaus ein zweiter Wahlgang mit ungewissem Ausgang geblüht .	Anders wäre es gewesen , wenn auch die CDU einen guten Kandidaten ins Rennen geschickt hätte . Dann hätte Zigan durchaus ein zweiter Wahlgang mit ungewissem Ausgang geblüht .
maz-14172.xml	9	Comparison.Contrast	explicit	aber	Dann hätte Zigan durchaus ein zweiter Wahlgang mit ungewissem Ausgang geblüht .	Das könnte Petry passieren .	Dann hätte Zigan durchaus ein zweiter Wahlgang mit ungewissem Ausgang geblüht . Das aber könnte Petry passieren .
maz-14172.xml	10	Contingency.Cause.Reason	explicit	Denn	Das aber könnte Petry passieren .	neben dem CDU-Kandidaten Karl-Heinz Straßburg ist nun ein zweiter ernst zu nehmender Gegner da :	Das aber könnte Petry passieren . Denn neben dem CDU-Kandidaten Karl-Heinz Straßburg ist nun ein zweiter ernst zu nehmender Gegner da :
maz-14172.xml	11	Contingency.Cause.Result	explicit	Damit	Die UBG hat Horst Jaruczewski aufgestellt .	ist ein Sprecher derjenigen , die schon vor einem Jahr Petry aus dem Amt heben wollten , erneut in den Ring gestiegen .	Die UBG hat Horst Jaruczewski aufgestellt . Damit ist ein Sprecher derjenigen , die schon vor einem Jahr Petry aus dem Amt heben wollten , erneut in den Ring gestiegen .
maz-14172.xml	13	Contingency.Cause.Reason	explicit	Denn	Die Aussichten , dem gleichen Anliegen mehr Nachdruck zu verleihen , sind dabei deutlich besser als damals :	Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen und damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .	Die Aussichten , dem gleichen Anliegen mehr Nachdruck zu verleihen , sind dabei deutlich besser als damals : Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen und damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .
maz-14172.xml	14	Expansion.Conjunction	explicit	und	Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen	damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .	Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen und damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .
maz-14172.xml	15	Contingency.Cause.Result	explicit	damit	Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen	dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .	Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .
maz-14172.xml	16	Expansion.Conjunction	explicit	Und	Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen und damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen .	: Im Gegensatz zu damals haben Petrys Kontrahenten jetzt ein Gesicht .	Denn Petrys Haupttrumpfkarte , die Ansiedlung eines Industriepark Holz , wird wohl nicht stechen und damit dem Vorwurf , er sei nicht der richtige Mann für einen Aufschwung Wittenberges , neue Nahrung verleihen . Und : Im Gegensatz zu damals haben Petrys Kontrahenten jetzt ein Gesicht .
maz-14172.xml	17	Expansion.Level-of-detail.Arg2-as-detail	implicit		Dietmar Zigan ist ein Glückspilz - zumindest im Vergleich zu seinem Wittenberger Amts- und Parteikollegen Klaus Petry .	Nicht nur , dass SPD-Mann Zigan seine Wiederwahl schon hinter sich hat :	Dietmar Zigan ist ein Glückspilz - zumindest im Vergleich zu seinem Wittenberger Amts- und Parteikollegen Klaus Petry . Nicht nur , dass SPD-Mann Zigan seine Wiederwahl schon hinter sich hat :
maz-14172.xml	18	Expansion.Conjunction	implicit		Nicht nur , dass SPD-Mann Zigan seine Wiederwahl schon hinter sich hat :	Angesichts von nur einem Gegenkandidaten hatte er auch vor der Abstimmung schon einigermaßen ruhig schlafen können .	Nicht nur , dass SPD-Mann Zigan seine Wiederwahl schon hinter sich hat : Angesichts von nur einem Gegenkandidaten hatte er auch vor der Abstimmung schon einigermaßen ruhig schlafen können .
maz-14172.xml	19	Comparison.Contrast	implicit		Angesichts von nur einem Gegenkandidaten hatte er auch vor der Abstimmung schon einigermaßen ruhig schlafen können .	Anders wäre es gewesen , wenn auch die CDU einen guten Kandidaten ins Rennen geschickt hätte .	Angesichts von nur einem Gegenkandidaten hatte er auch vor der Abstimmung schon einigermaßen ruhig schlafen können . Anders wäre es gewesen , wenn auch die CDU einen guten Kandidaten ins Rennen geschickt hätte .
maz-14172.xml	20	Expansion.Level-of-detail.Arg2-as-detail	implicit		Denn neben dem CDU-Kandidaten Karl-Heinz Straßburg ist nun ein zweiter ernst zu nehmender Gegner da :	Die UBG hat Horst Jaruczewski aufgestellt .	Denn neben dem CDU-Kandidaten Karl-Heinz Straßburg ist nun ein zweiter ernst zu nehmender Gegner da : Die UBG hat Horst Jaruczewski aufgestellt .
maz-14172.xml	21	Expansion.Conjunction	implicit		Damit ist ein Sprecher derjenigen , die schon vor einem Jahr Petry aus dem Amt heben wollten , erneut in den Ring gestiegen .	Die Aussichten , dem gleichen Anliegen mehr Nachdruck zu verleihen , sind dabei deutlich besser als damals :	Damit ist ein Sprecher derjenigen , die schon vor einem Jahr Petry aus dem Amt heben wollten , erneut in den Ring gestiegen . Die Aussichten , dem gleichen Anliegen mehr Nachdruck zu verleihen , sind dabei deutlich besser als damals :
maz-13125.xml	3	Expansion.Conjunction	explicit	Und	Mancher mag gar erbost darüber sein , die Ereignisse in einem Atemzuge zu lesen .	doch : Was den Leuten damals über den Reichstagsbrand erzählt wurde , war Lüge .	Mancher mag gar erbost darüber sein , die Ereignisse in einem Atemzuge zu lesen . Und doch : Was den Leuten damals über den Reichstagsbrand erzählt wurde , war Lüge .
maz-13125.xml	5	Comparison.Concession.Arg2-as-denier	explicit	doch	Mancher mag gar erbost darüber sein , die Ereignisse in einem Atemzuge zu lesen .	Und : Was den Leuten damals über den Reichstagsbrand erzählt wurde , war Lüge .	Mancher mag gar erbost darüber sein , die Ereignisse in einem Atemzuge zu lesen . Und doch : Was den Leuten damals über den Reichstagsbrand erzählt wurde , war Lüge .
maz-13125.xml	12	Contingency.Cause.Reason	explicit	denn	""" Seid sensibler und aufmerksamer ,"	"wir können nicht sicher sein ... """	""" Seid sensibler und aufmerksamer , denn wir können nicht sicher sein ... """
